epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,6711.66,0.3753,0.55668,0.20216,0.80008,0.9879,0.98716,0.99415,0.92352,0.98786,0.98771,0.99422,0.87895,0.54228,0.85934,0.27786,0.83002,0.000101785,0.000101785,0.000101785
128,6763.82,0.36578,0.54305,0.19799,0.79813,0.98865,0.98631,0.99411,0.92201,0.98865,0.98631,0.99415,0.87704,0.54902,0.8651,0.28312,0.83196,9.47845e-05,9.47845e-05,9.47845e-05
129,6817.1,0.36812,0.5434,0.19903,0.7981,0.98933,0.98711,0.99417,0.92291,0.98962,0.99055,0.99425,0.8797,0.5421,0.86458,0.27678,0.83096,8.80588e-05,8.80588e-05,8.80588e-05
130,6870.48,0.36204,0.54109,0.19618,0.79492,0.98676,0.98933,0.99422,0.92256,0.99014,0.99098,0.99431,0.87867,0.5446,0.86688,0.27519,0.83147,8.16111e-05,8.16111e-05,8.16111e-05
131,6924.05,0.36041,0.54685,0.19463,0.79787,0.98616,0.99043,0.99433,0.92252,0.99175,0.98808,0.99435,0.87827,0.5463,0.87822,0.2738,0.83164,7.54441e-05,7.54441e-05,7.54441e-05
132,6978.84,0.36266,0.5394,0.19715,0.79738,0.99304,0.9857,0.99425,0.92139,0.99304,0.9857,0.99434,0.87779,0.54553,0.8692,0.26994,0.83107,6.95605e-05,6.95605e-05,6.95605e-05
133,7032.52,0.36105,0.54307,0.1956,0.79585,0.99284,0.98545,0.99424,0.92253,0.99284,0.98545,0.99432,0.87753,0.54371,0.8715,0.26945,0.83115,6.3963e-05,6.3963e-05,6.3963e-05
134,7086.37,0.36129,0.5425,0.19617,0.79488,0.9922,0.98515,0.99428,0.92223,0.9922,0.98515,0.99437,0.87636,0.54572,0.867,0.27138,0.832,5.86539e-05,5.86539e-05,5.86539e-05
135,7140.03,0.35812,0.53875,0.19435,0.79537,0.99315,0.98487,0.9943,0.92352,0.99371,0.98595,0.99438,0.87648,0.544,0.87241,0.27336,0.8313,5.36357e-05,5.36357e-05,5.36357e-05
136,7193.69,0.35675,0.53561,0.19452,0.79525,0.99245,0.98481,0.99428,0.92273,0.99245,0.98481,0.99429,0.87862,0.54602,0.87735,0.27772,0.83208,4.89104e-05,4.89104e-05,4.89104e-05
137,7245.53,0.35073,0.53323,0.19191,0.79443,0.99315,0.98477,0.99426,0.92431,0.99315,0.98477,0.99429,0.87791,0.5435,0.87247,0.27277,0.83149,4.44803e-05,4.44803e-05,4.44803e-05
138,7299.21,0.35162,0.5316,0.19284,0.79466,0.99295,0.98455,0.99423,0.92362,0.99295,0.98455,0.99425,0.87676,0.54571,0.88065,0.27402,0.83228,4.03471e-05,4.03471e-05,4.03471e-05
139,7353.05,0.3573,0.53861,0.19409,0.79589,0.99171,0.98581,0.99428,0.92209,0.99171,0.98581,0.99431,0.87736,0.54609,0.88646,0.26897,0.83166,3.65129e-05,3.65129e-05,3.65129e-05
140,7405.12,0.35281,0.53504,0.19255,0.79469,0.99283,0.985,0.99419,0.92389,0.99283,0.985,0.99428,0.87701,0.54654,0.8853,0.27202,0.83164,3.29791e-05,3.29791e-05,3.29791e-05
141,7464.04,0.35223,0.53279,0.19288,0.79489,0.9921,0.98496,0.99425,0.92302,0.98946,0.98808,0.9943,0.8777,0.54473,0.88494,0.27043,0.83117,2.97474e-05,2.97474e-05,2.97474e-05
142,7517.83,0.34911,0.53161,0.19107,0.79327,0.99231,0.98532,0.99422,0.92322,0.99231,0.98532,0.99426,0.87744,0.54388,0.88367,0.26869,0.83083,2.68192e-05,2.68192e-05,2.68192e-05
143,7571.53,0.34986,0.52817,0.19197,0.79471,0.99232,0.98539,0.99417,0.92233,0.99232,0.98539,0.99422,0.87562,0.54465,0.88684,0.26978,0.83117,2.41958e-05,2.41958e-05,2.41958e-05
144,7624.43,0.34835,0.53139,0.19043,0.79261,0.99185,0.98545,0.99423,0.92302,0.99185,0.98545,0.99432,0.87681,0.54402,0.88678,0.27018,0.83129,2.18783e-05,2.18783e-05,2.18783e-05
145,7678.9,0.351,0.52891,0.19191,0.79474,0.98934,0.9918,0.99426,0.92364,0.98971,0.99262,0.99432,0.87611,0.54233,0.8879,0.26756,0.83106,1.98677e-05,1.98677e-05,1.98677e-05
146,7733.13,0.34979,0.53854,0.19153,0.79478,0.99268,0.98534,0.99429,0.92261,0.99268,0.98534,0.99436,0.87779,0.54343,0.88818,0.26783,0.83148,1.8165e-05,1.8165e-05,1.8165e-05
147,7787.26,0.3492,0.5278,0.18914,0.79334,0.99192,0.98569,0.99425,0.92256,0.99192,0.98569,0.99433,0.87626,0.54365,0.88805,0.26806,0.83145,1.67708e-05,1.67708e-05,1.67708e-05
148,7840.66,0.35027,0.53256,0.19082,0.7933,0.99163,0.98559,0.99427,0.92249,0.99163,0.98559,0.99436,0.877,0.54397,0.88483,0.26918,0.83142,1.56858e-05,1.56858e-05,1.56858e-05
149,7895.14,0.34704,0.53177,0.18996,0.79203,0.99172,0.98495,0.99435,0.92239,0.99172,0.98495,0.99436,0.87598,0.5441,0.88501,0.27013,0.83151,1.49105e-05,1.49105e-05,1.49105e-05
