epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,5698.88,0.4286,0.62073,0.23139,0.80802,0.98333,0.98317,0.99221,0.91609,0.98046,0.98032,0.99194,0.87311,0.54494,0.88738,0.29761,0.82913,0.000132474,0.000132474,0.000132474
124,5744.96,0.42391,0.60236,0.22854,0.80562,0.98452,0.98524,0.99239,0.91409,0.98452,0.98524,0.99231,0.87118,0.55218,0.89253,0.29123,0.83015,0.000124405,0.000124405,0.000124405
125,5791.4,0.41967,0.60312,0.22751,0.80935,0.98672,0.98109,0.99187,0.91512,0.98672,0.98109,0.99187,0.87219,0.54706,0.89585,0.29437,0.8289,0.000116599,0.000116599,0.000116599
126,5837.6,0.41811,0.59743,0.22696,0.80909,0.98907,0.97809,0.99201,0.91478,0.98907,0.97809,0.99221,0.86865,0.54692,0.8969,0.29427,0.82863,0.000109058,0.000109058,0.000109058
127,5883.46,0.41831,0.60257,0.22648,0.80781,0.98839,0.97534,0.99132,0.91404,0.98839,0.97534,0.99174,0.86986,0.54472,0.89702,0.29691,0.82838,0.000101785,0.000101785,0.000101785
128,5930.95,0.4115,0.59366,0.22266,0.80721,0.99039,0.98166,0.99239,0.9166,0.99039,0.98166,0.99229,0.87357,0.54382,0.8842,0.29146,0.8274,9.47845e-05,9.47845e-05,9.47845e-05
129,5976.99,0.40987,0.59001,0.22209,0.80469,0.9861,0.98369,0.99215,0.91822,0.98844,0.97886,0.99209,0.8723,0.54277,0.89575,0.29263,0.82767,8.80588e-05,8.80588e-05,8.80588e-05
130,6024.27,0.40565,0.59019,0.21917,0.80386,0.98624,0.98342,0.99222,0.91615,0.98611,0.98394,0.99233,0.87211,0.54502,0.88713,0.29037,0.82782,8.16111e-05,8.16111e-05,8.16111e-05
131,6069.78,0.40808,0.59847,0.21971,0.80503,0.98459,0.98239,0.9925,0.91478,0.98464,0.98295,0.9925,0.8712,0.54497,0.89108,0.29165,0.82803,7.54441e-05,7.54441e-05,7.54441e-05
132,6116.56,0.40724,0.58941,0.21964,0.80345,0.98202,0.9824,0.99138,0.91514,0.97914,0.98162,0.99186,0.87052,0.54719,0.90058,0.29498,0.8286,6.95605e-05,6.95605e-05,6.95605e-05
133,6162.48,0.40946,0.58849,0.22226,0.80526,0.98667,0.98403,0.99202,0.91553,0.98694,0.98438,0.99216,0.8711,0.54303,0.89238,0.29309,0.82737,6.3963e-05,6.3963e-05,6.3963e-05
134,6210.91,0.40508,0.58964,0.21825,0.80482,0.99027,0.98137,0.99217,0.91434,0.99289,0.97631,0.99216,0.87063,0.54337,0.89554,0.29211,0.82835,5.86539e-05,5.86539e-05,5.86539e-05
135,6257.11,0.40694,0.58843,0.22088,0.80319,0.99014,0.97996,0.9921,0.91571,0.98998,0.98008,0.9921,0.87215,0.54548,0.89382,0.29378,0.8286,5.36357e-05,5.36357e-05,5.36357e-05
136,6304.5,0.4029,0.58821,0.21859,0.80237,0.99072,0.98419,0.99235,0.91483,0.99088,0.98452,0.99237,0.87283,0.54534,0.89076,0.29011,0.82878,4.89104e-05,4.89104e-05,4.89104e-05
137,6350.61,0.40085,0.59052,0.21664,0.80537,0.98963,0.98168,0.9923,0.91516,0.98947,0.98217,0.9923,0.87143,0.54594,0.89385,0.29093,0.82924,4.44803e-05,4.44803e-05,4.44803e-05
138,6399.65,0.39753,0.58265,0.21478,0.80199,0.98758,0.98401,0.99225,0.91544,0.98787,0.98429,0.99228,0.87164,0.54381,0.89275,0.29072,0.82832,4.03471e-05,4.03471e-05,4.03471e-05
139,6446.18,0.40221,0.58509,0.21767,0.80535,0.98816,0.98092,0.99216,0.91469,0.98831,0.98133,0.99217,0.86997,0.54584,0.90041,0.2917,0.82862,3.65129e-05,3.65129e-05,3.65129e-05
140,6494.45,0.39778,0.57841,0.21688,0.80162,0.98707,0.98343,0.99212,0.91572,0.98732,0.98373,0.99213,0.8708,0.54296,0.89569,0.29091,0.82806,3.29791e-05,3.29791e-05,3.29791e-05
141,6550.62,0.40095,0.5833,0.21838,0.80675,0.9835,0.9829,0.9921,0.91615,0.98379,0.98318,0.99215,0.87228,0.54333,0.89474,0.29185,0.82799,2.97474e-05,2.97474e-05,2.97474e-05
142,6600.6,0.39596,0.58284,0.21488,0.80176,0.98639,0.98261,0.99189,0.91454,0.98644,0.98325,0.99201,0.87124,0.54503,0.89939,0.29256,0.82861,2.68192e-05,2.68192e-05,2.68192e-05
143,6649.85,0.39452,0.58053,0.2147,0.80083,0.98498,0.98004,0.99211,0.91703,0.98527,0.98032,0.99225,0.87147,0.54312,0.89926,0.29146,0.82803,2.41958e-05,2.41958e-05,2.41958e-05
144,6697.84,0.39625,0.58192,0.21368,0.80081,0.98671,0.9828,0.99217,0.91613,0.98697,0.98319,0.99234,0.87205,0.54394,0.89849,0.29219,0.82817,2.18783e-05,2.18783e-05,2.18783e-05
145,6748.4,0.40037,0.58932,0.21501,0.80423,0.987,0.98425,0.99243,0.91529,0.98726,0.98456,0.99244,0.8712,0.54276,0.89586,0.29044,0.82766,1.98677e-05,1.98677e-05,1.98677e-05
146,6796.39,0.39715,0.5793,0.21394,0.80099,0.98733,0.9839,0.99239,0.91525,0.98759,0.9843,0.99239,0.87068,0.54305,0.89618,0.29039,0.82762,1.8165e-05,1.8165e-05,1.8165e-05
147,6856.9,0.39816,0.58184,0.21484,0.80312,0.98703,0.98385,0.99237,0.9146,0.98709,0.98435,0.99238,0.87112,0.54255,0.89816,0.29103,0.82759,1.67708e-05,1.67708e-05,1.67708e-05
148,6906.64,0.39695,0.57988,0.21563,0.80192,0.98749,0.98399,0.99232,0.91417,0.98778,0.98427,0.99232,0.87216,0.5439,0.89771,0.29135,0.82793,1.56858e-05,1.56858e-05,1.56858e-05
149,6957.17,0.39357,0.58176,0.21305,0.80288,0.98727,0.98226,0.99206,0.91567,0.98738,0.98307,0.99217,0.87194,0.54358,0.90073,0.29079,0.82796,1.49105e-05,1.49105e-05,1.49105e-05
150,7005.17,0.39739,0.58389,0.21556,0.80266,0.98702,0.98306,0.99217,0.91581,0.98731,0.98334,0.99217,0.87137,0.54407,0.89996,0.29173,0.82801,1.44451e-05,1.44451e-05,1.44451e-05
